Record_ID,Country,State_Region,Date,Happiness_Score,GDP_Per_Capita,Social_Support,Healthy_Life_Expectancy,Freedom_To_Make_Life_Choices,Generosity,Perceptions_Of_Corruption,Positive_Affect,Negative_Affect,Confidence_In_Government
HAPPY_005572,South Korea,Jeolla,2022-03-02,6.917,2882.32,1.898,64.0,1.083,-0.381,0.188,0.909,0.102,0.202
HAPPY_001236,France,Centre-Val de Loire,2015-06-23,3.569,2496.03,1.158,76.9,1.26,-0.303,0.253,0.426,,0.45
HAPPY_014768,Australia,South Australia,2016-06-24,5.028,67867.26,1.799,60.9,0.633,-0.122,0.278,0.175,0.036,0.68
HAPPY_009186,South Korea,Seoul,2015-01-21,8.338,5750.97,1.901,70.3,0.787,0.278,0.641,0.613,0.555,0.48
HAPPY_005236,Japan,Hyogo,2018-03-04,5.616,30897.81,1.201,69.0,0.883,-0.321,0.407,0.352,0.348,0.488
HAPPY_003785,China,Shandong,2018-03-19,3.723,13366.51,0.735,85.0,0.21,0.375,0.439,0.549,0.172,0.545
HAPPY_005619,Russia,Nizhny Novgorod Oblast,2017-05-05,5.396,7600.98,0.892,58.6,1.161,0.179,0.297,0.407,0.064,0.389
HAPPY_001965,Spain,Castilla-La Mancha,2015-02-19,5.501,11006.95,0.747,71.6,0.756,-0.211,0.189,0.662,0.261,0.31
HAPPY_006087,India,Karnataka,2019-02-22,6.501,13227.71,0.921,61.5,1.276,0.231,0.164,0.38,0.648,0.448
HAPPY_015435,Brazil,Maranhao,2015-09-03,6.301,3689.97,1.946,61.9,1.094,-0.118,0.331,0.699,0.447,0.749
HAPPY_010722,France,Grand Est,2019-01-16,3.394,5154.82,1.123,58.4,0.927,-0.271,0.285,0.78,0.465,0.238
HAPPY_008251,France,Centre-Val de Loire,2018-05-16,6.156,7372.89,0.574,54.7,0.79,-0.001,0.659,0.381,0.07,0.31
HAPPY_014472,China,Zhejiang,2020-01-02,8.403,17104.83,0.906,45.0,1.11,-0.018,0.323,0.73,0.292,0.48
HAPPY_004792,USA,New York,2016-06-20,6.409,41996.54,1.378,,1.019,0.5,0.47,0.561,0.546,0.413
HAPPY_000137,Spain,Canary Islands,2022-11-19,5.094,14732.32,1.198,56.0,1.216,-0.127,0.182,0.479,0.552,0.294
HAPPY_013153,Russia,Saint Petersburg,2017-06-11,3.797,3100.71,1.087,65.3,1.084,-0.368,0.689,0.616,0.681,0.663
HAPPY_007403,France,Auvergne-Rhone-Alpes,2022-02-22,6.855,5709.69,1.746,64.2,1.134,-0.021,0.317,0.527,,0.148
HAPPY_008319,Australia,New South Wales,2021-04-20,5.452,6360.52,1.427,84.9,0.505,-0.5,0.697,0.811,0.06,0.335
HAPPY_001016,Russia,Saint Petersburg,2015-05-20,4.166,16381.56,1.886,50.7,0.563,0.149,0.294,0.547,0.148,0.369
HAPPY_005412,Canada,Yukon,2015-08-14,4.995,6946.97,1.154,85.0,1.069,-0.214,0.253,0.631,0.772,0.246
HAPPY_002388,Russia,Chelyabinsk Oblast,2015-04-04,7.587,15308.45,1.206,82.2,0.622,-0.022,0.31,0.228,0.412,0.184
HAPPY_013613,France,Normandy,2023-02-21,2.898,6915.2,0.93,56.7,1.266,-0.07,0.496,0.528,0.67,0.491
HAPPY_012985,USA,Pennsylvania,2015-05-05,8.467,11698.83,0.899,45.0,1.275,0.323,0.7,0.771,0.542,0.77
HAPPY_002363,China,Hubei,2024-08-25,2.895,16810.41,0.679,70.6,0.749,-0.065,0.734,0.604,0.178,0.488
HAPPY_007056,South Korea,Daejeon,2024-01-28,8.061,65123.76,1.584,45.0,1.375,-0.367,0.493,0.846,0.381,0.194
HAPPY_013839,USA,Ohio,2020-04-18,7.428,21601.8,1.263,75.8,1.332,0.213,0.373,0.857,0.409,0.346
HAPPY_008060,Turkey,Gaziantep,2018-09-17,4.355,11164.66,,49.8,1.354,0.5,0.408,0.662,0.25,0.421
HAPPY_004779,Russia,Moscow,2015-10-14,4.211,15725.02,1.104,49.3,0.624,-0.288,0.808,0.647,0.275,0.135
HAPPY_000857,Canada,British Columbia,2017-02-24,5.225,32178.5,1.113,70.5,0.631,,0.184,0.783,0.613,0.035
HAPPY_008064,Italy,Emilia-Romagna,2024-02-11,5.663,31585.8,,61.7,1.275,0.454,0.384,0.63,0.198,0.224
HAPPY_013094,France,Grand Est,2016-01-26,6.782,11940.54,0.139,60.5,1.084,0.326,0.785,0.168,0.375,0.043
HAPPY_002109,France,Normandy,2023-12-16,7.023,8167.55,1.131,85.0,1.177,0.5,0.395,0.719,0.164,0.315
HAPPY_003512,France,Normandy,2021-04-24,7.237,16851.7,1.708,57.6,0.862,-0.492,0.633,0.886,0.625,0.303
HAPPY_013126,Canada,Northwest Territories,2019-03-16,3.203,3473.06,0.914,58.2,0.644,0.104,0.733,0.853,0.518,0.551
HAPPY_015579,Australia,Northern Territory,2023-06-25,3.82,5283.38,0.374,70.4,1.388,-0.147,0.345,0.445,0.511,0.514
HAPPY_014430,USA,Pennsylvania,2017-05-21,7.349,18291.43,,57.7,1.328,-0.038,0.684,0.677,0.489,0.168
HAPPY_012335,China,Liaoning,2017-11-14,7.311,26959.56,1.688,62.9,0.298,0.226,0.519,0.472,0.156,0.121
HAPPY_003423,China,Shandong,2017-06-07,7.982,45578.98,0.416,78.4,1.124,-0.193,0.406,0.541,0.618,0.348
HAPPY_002922,Australia,Victoria,2024-03-22,5.842,13069.61,1.824,68.1,0.5,-0.096,0.192,0.497,0.673,0.694
HAPPY_007378,South Africa,Free State,2021-02-05,6.595,2349.16,1.229,65.7,0.788,-0.107,0.307,0.463,0.332,
HAPPY_007898,Iran,East Azerbaijan,2015-10-02,5.247,5432.76,1.022,63.4,0.787,-0.139,,0.805,0.249,0.349
HAPPY_003962,Australia,South Australia,2016-01-28,8.339,43659.61,1.989,54.3,0.652,-0.206,0.022,0.416,0.285,0.243
HAPPY_012239,France,Grand Est,2015-11-25,4.77,33743.32,1.516,81.2,0.916,0.108,0.157,0.491,0.698,0.117
HAPPY_009365,China,Guangdong,2017-06-02,7.867,9394.62,1.805,71.4,0.475,0.41,0.237,0.603,0.237,0.515
HAPPY_008077,Spain,Madrid,2017-09-03,4.318,28970.36,1.554,55.2,0.884,-0.08,0.583,0.921,0.107,0.539
HAPPY_013651,China,Hunan,2024-09-02,8.027,10044.7,0.279,49.5,0.358,0.08,0.287,0.186,0.474,0.757
HAPPY_006245,France,Ile-de-France,2020-03-28,6.537,11890.26,0.855,74.8,1.296,0.5,0.167,0.794,0.523,0.589
HAPPY_005966,South Korea,Gangwon,2021-05-06,6.13,10305.99,1.846,53.5,0.864,0.044,0.14,0.86,0.487,0.086
HAPPY_007729,China,Shandong,2023-07-07,6.857,7147.25,1.277,71.8,1.006,0.164,0.324,0.593,0.06,0.284
HAPPY_009490,Russia,Moscow,2019-05-12,3.17,2368.46,1.443,54.5,0.889,0.356,0.64,0.746,0.874,0.899
HAPPY_007994,UK,Northern Ireland,2024-04-08,5.766,10722.6,1.879,45.0,1.064,-0.376,0.191,0.419,0.204,0.257
HAPPY_010601,South Korea,Daegu,2017-05-18,7.22,10443.21,1.129,73.9,1.307,-0.091,0.56,0.597,0.52,0.244
HAPPY_008135,South Korea,Daejeon,2016-06-14,5.757,28287.87,1.426,67.4,0.807,-0.43,0.404,0.871,0.36,0.14
HAPPY_008105,Russia,Krasnodar Krai,2024-03-24,8.381,13003.71,1.418,58.6,0.354,0.5,0.176,0.529,0.541,0.395
HAPPY_013235,India,Bihar,2022-03-25,2.815,56861.22,0.244,66.0,0.39,-0.391,0.347,0.455,0.389,0.364
HAPPY_015769,France,Auvergne-Rhone-Alpes,2017-09-20,3.049,11360.16,1.967,76.2,1.376,-0.167,0.449,0.323,0.866,0.663
HAPPY_013698,Spain,Asturias,2024-07-19,8.48,7144.57,1.097,61.6,0.953,0.036,0.253,0.586,0.325,0.102
HAPPY_011041,India,Madhya Pradesh,2018-04-27,6.861,37349.66,0.08,75.0,0.688,0.119,0.231,0.736,0.431,
HAPPY_006341,Spain,Galicia,2016-07-21,4.27,24728.91,1.125,66.5,1.048,-0.371,0.11,0.903,0.135,0.588
HAPPY_013676,Italy,Emilia-Romagna,2020-04-13,8.028,21789.02,1.097,58.2,0.502,0.119,0.349,0.62,0.376,0.269
HAPPY_010054,Spain,Canary Islands,2020-10-10,6.039,12931.47,0.86,81.9,1.026,0.019,0.686,0.772,0.528,0.422
HAPPY_005110,Japan,Hiroshima,2020-08-27,7.439,45670.48,1.601,72.3,1.261,-0.5,0.206,0.681,0.278,0.16
HAPPY_006033,Spain,Basque Country,2023-10-06,4.266,16963.86,1.741,68.7,0.63,0.092,0.41,0.703,0.618,0.182
HAPPY_012556,Japan,Tochigi,2019-12-19,4.797,18312.68,0.284,70.1,1.047,-0.175,0.155,0.744,0.214,0.258
HAPPY_008912,South Africa,KwaZulu-Natal,2021-07-13,2.814,28438.09,1.197,63.6,1.462,-0.5,0.255,0.857,0.204,0.345
HAPPY_002858,Japan,Tokyo,2018-03-24,4.745,17733.78,0.307,63.1,0.574,-0.354,0.341,0.833,0.511,0.327
HAPPY_000918,Japan,Chiba,2021-07-02,2.539,4467.85,1.65,60.7,0.999,-0.183,0.57,0.74,0.71,0.6
HAPPY_009663,Italy,Calabria,2015-07-01,6.917,23081.4,1.202,65.8,0.772,-0.283,0.254,0.478,0.675,0.305
HAPPY_001847,India,Delhi,2023-12-12,5.422,7302.33,0.87,68.9,0.872,0.5,0.544,0.773,0.208,0.268
HAPPY_003998,Australia,Western Australia,2020-06-05,5.507,5754.73,1.607,75.4,1.216,-0.294,0.196,0.233,0.329,0.3
HAPPY_001931,Turkey,Malatya,2023-06-25,5.07,13363.91,1.384,74.9,0.692,-0.118,0.156,0.668,0.288,0.374
HAPPY_015806,USA,Washington,2023-04-17,4.946,10218.32,1.764,71.4,,-0.073,0.096,0.933,0.136,0.404
HAPPY_002675,South Africa,Northern Cape,2017-10-24,8.465,2572.77,1.949,77.9,0.848,0.5,0.504,0.366,0.405,0.341
HAPPY_001457,India,Delhi,2022-09-10,8.274,9690.25,1.642,63.6,1.073,-0.065,0.165,0.389,0.84,0.097
HAPPY_001690,South Korea,Ulsan,2020-05-20,3.403,2820.38,0.273,66.3,0.648,-0.081,0.674,0.276,0.634,0.197
HAPPY_015350,China,Jiangxi,2020-07-19,2.627,8809.31,1.414,71.6,0.739,0.01,0.294,0.353,0.637,0.262
HAPPY_003006,UK,London,2021-12-16,6.123,9430.98,1.187,83.6,1.061,0.089,0.314,0.482,0.275,0.042
HAPPY_008992,UK,England,2020-02-05,5.951,16645.47,1.095,69.3,0.606,-0.269,0.451,0.304,0.164,0.389
HAPPY_008436,Russia,Republic of Tatarstan,2016-11-01,6.262,11431.67,,57.6,1.282,0.5,0.682,0.78,0.794,0.602
HAPPY_009751,China,Hubei,2021-12-10,6.22,24799.39,1.918,55.4,1.347,-0.448,0.3,0.821,0.536,0.46
HAPPY_003491,Brazil,Amazonas,2021-09-02,6.758,15828.01,0.35,85.0,0.771,-0.018,0.19,0.84,0.346,0.047
HAPPY_015666,Mexico,Guerrero,2022-11-05,2.813,9471.76,1.725,61.8,1.267,-0.245,0.417,0.262,0.206,0.107
HAPPY_000121,Mexico,Durango,2023-09-20,6.758,29803.45,1.887,85.0,0.287,0.024,0.617,0.675,0.421,0.547
HAPPY_004831,Russia,Republic of Bashkortostan,2020-06-06,5.064,23569.42,1.363,80.3,1.412,-0.391,,0.464,0.224,0.279
HAPPY_008428,India,Kerala,2022-07-04,7.806,4412.41,1.618,45.0,0.649,0.051,0.478,0.731,0.345,0.061
HAPPY_003340,South Korea,Gwangju,2016-10-14,4.212,6979.47,1.283,51.6,1.0,-0.5,0.684,0.877,0.432,0.544
HAPPY_015255,Mexico,State of Mexico,2016-12-17,3.026,11149.95,1.113,73.7,1.156,0.5,0.213,0.535,0.161,0.546
HAPPY_013576,USA,Colorado,2018-10-23,4.445,4508.49,0.778,76.6,0.849,-0.279,0.59,0.72,0.542,0.54
HAPPY_013877,Germany,Lower Saxony,2023-05-20,8.313,4898.11,0.352,53.5,1.226,0.155,0.631,0.484,0.414,0.804
HAPPY_012680,Brazil,Maranhao,2017-11-13,3.011,15280.93,1.189,60.4,1.166,0.071,0.775,0.735,0.22,0.331
HAPPY_000267,Australia,Northern Territory,2017-10-05,7.651,8363.28,,85.0,0.963,0.269,0.327,0.775,0.593,0.291
HAPPY_006855,Italy,Lazio,2017-03-12,7.236,14213.3,1.959,52.6,0.922,0.5,0.756,0.613,0.482,0.595
HAPPY_010077,Japan,Chiba,2017-12-27,6.476,6584.01,0.761,77.1,1.102,0.371,0.429,0.489,0.889,0.74
HAPPY_013766,Russia,Republic of Tatarstan,2021-02-20,3.654,28781.35,1.659,69.5,0.418,-0.115,0.091,0.531,0.359,0.366
HAPPY_009550,Brazil,Espirito Santo,2016-09-06,4.329,,1.643,68.0,1.202,-0.358,0.187,0.601,0.096,0.153
HAPPY_002488,Canada,Prince Edward Island,2017-07-26,3.694,4254.53,1.987,67.1,0.705,-0.082,0.44,0.818,0.414,0.604
HAPPY_003038,Italy,Sicily,2020-07-05,6.1,17007.96,0.253,55.6,1.149,-0.019,0.377,0.749,0.437,0.539
HAPPY_011724,Turkey,Hatay,2024-04-08,4.926,21177.67,1.871,52.2,0.399,0.037,0.494,0.468,0.417,0.279
HAPPY_014918,South Africa,Mpumalanga,2015-10-23,2.948,19396.68,1.381,75.4,0.763,0.065,0.727,0.941,0.206,0.404
HAPPY_015017,Russia,Irkutsk Oblast,2022-06-05,3.476,17658.93,1.093,84.8,1.232,-0.013,0.439,0.844,0.841,0.269
HAPPY_000937,Italy,Umbria,2016-08-09,6.216,20916.93,1.592,69.3,0.896,0.207,0.081,0.636,0.513,0.182
HAPPY_008632,Germany,Saxony,2020-04-27,5.804,5823.96,1.668,68.6,0.731,-0.267,0.307,0.268,0.334,0.638
HAPPY_010049,South Africa,Free State,2019-03-12,4.888,15798.15,1.928,70.1,0.63,-0.155,0.091,0.897,0.134,0.33
HAPPY_002892,Iran,Gilan,2023-11-09,5.952,12724.79,0.589,69.8,0.649,0.308,0.317,0.568,0.277,0.626
HAPPY_007717,China,Shandong,2017-07-04,8.095,17911.67,1.34,75.5,0.771,0.34,0.679,0.865,0.466,0.808
HAPPY_015660,China,Jiangsu,2021-03-11,2.775,11531.33,0.771,60.1,0.809,-0.491,,0.624,0.567,0.583
HAPPY_015523,France,Corsica,2017-04-14,5.486,10792.09,1.022,68.7,0.948,-0.359,0.659,0.693,0.514,0.229
HAPPY_006359,Iran,Fars,2017-09-02,3.865,14641.28,1.736,57.9,0.564,-0.128,0.275,0.483,0.433,0.284
HAPPY_009470,Japan,Kumamoto,2021-09-11,7.475,22248.49,0.854,60.4,1.085,0.287,0.509,0.481,0.434,0.526
HAPPY_003181,Iran,Lorestan,2015-07-02,5.13,11097.58,1.77,62.6,0.352,-0.151,0.761,0.654,0.576,0.365
HAPPY_002987,Turkey,Kahramanmaras,2016-11-09,5.638,34042.36,0.291,61.5,1.014,0.098,0.112,0.977,0.351,0.257
HAPPY_015239,Turkey,Ankara,2015-04-12,8.417,6835.13,1.605,84.1,1.473,0.253,0.193,0.834,0.498,0.545
HAPPY_008667,Russia,Republic of Bashkortostan,2024-07-14,8.092,15341.03,1.16,79.7,1.018,-0.5,0.587,0.584,0.684,0.449
HAPPY_014488,Brazil,Paraiba,2022-04-04,5.735,20783.45,0.862,58.5,0.75,-0.301,0.244,0.853,0.3,0.292
HAPPY_005780,Brazil,Santa Catarina,2017-12-04,2.784,30389.96,1.657,71.3,1.351,0.425,0.212,0.598,0.354,0.502
HAPPY_011067,USA,North Carolina,2015-06-17,7.815,3378.99,1.687,45.0,1.243,-0.009,0.199,0.504,0.919,0.272
HAPPY_005861,Mexico,Guanajuato,2019-07-22,8.33,11447.72,1.887,68.9,1.105,-0.5,0.749,0.569,0.436,0.172
HAPPY_009455,Mexico,Chihuahua,2018-12-02,6.139,22634.34,1.494,76.9,1.428,0.086,,0.625,0.125,0.435
HAPPY_011535,Brazil,Ceara,2021-08-07,5.254,10121.02,1.534,61.3,0.525,-0.454,0.264,0.68,0.198,0.683
HAPPY_007672,Germany,Hamburg,2015-03-05,3.346,10271.77,1.789,63.3,0.604,-0.128,0.222,0.733,0.698,0.15
HAPPY_012796,South Africa,Gauteng,2024-02-13,3.885,13649.36,0.542,77.7,1.068,0.071,,0.244,0.233,0.533
HAPPY_002604,Mexico,San Luis Potosi,2019-04-13,4.692,10973.82,1.727,68.2,0.722,-0.373,0.439,0.525,0.653,0.83
HAPPY_006360,UK,Scotland,2015-06-18,4.146,12744.31,1.346,73.0,0.586,-0.22,0.386,0.774,0.375,0.491
HAPPY_007948,Italy,Campania,2021-11-20,3.512,15185.32,1.264,69.2,1.152,0.045,0.784,0.37,0.186,0.652
HAPPY_010022,Iran,Kermanshah,2021-09-04,4.495,7111.67,1.579,63.0,0.336,0.069,0.302,0.323,0.633,0.276
HAPPY_013097,France,Ile-de-France,2021-12-14,8.077,9404.29,1.694,55.5,1.394,0.322,0.065,0.367,0.558,0.503
HAPPY_011277,UK,England,2024-02-08,6.776,5285.57,0.075,80.9,1.056,-0.198,0.117,0.349,0.39,0.137
HAPPY_007283,Germany,Saxony-Anhalt,2016-10-08,3.444,9356.26,1.75,72.4,0.541,0.287,0.062,0.695,0.603,0.294
HAPPY_002533,Italy,Piedmont,2016-03-06,5.309,21411.18,0.729,45.4,1.325,0.237,0.312,0.537,0.628,0.545
HAPPY_011106,Italy,Molise,2020-04-05,5.285,8697.22,1.97,68.7,0.305,0.234,0.706,0.498,0.218,0.462
HAPPY_005470,Australia,Victoria,2019-05-17,6.509,12465.02,1.519,85.0,1.147,0.5,0.237,0.436,0.574,0.251
HAPPY_008097,Mexico,Jalisco,2017-06-27,6.634,3946.25,0.367,74.4,1.089,-0.434,0.31,0.672,0.512,0.104
HAPPY_011343,USA,Georgia,2015-03-15,5.769,30141.45,1.809,74.4,0.201,0.219,0.205,0.758,0.103,0.398
HAPPY_000162,South Africa,Mpumalanga,2016-12-20,6.283,11408.5,1.232,45.0,0.484,0.201,0.352,,0.432,0.338
HAPPY_006753,Canada,British Columbia,2020-08-22,3.988,8908.33,1.368,68.1,1.139,-0.303,0.38,0.69,0.296,0.033
HAPPY_000688,USA,California,2015-02-13,5.905,6993.15,1.742,64.6,0.438,0.233,0.656,0.837,0.134,0.614
HAPPY_002328,Australia,Victoria,2016-01-20,3.23,5096.06,1.206,59.4,1.022,0.026,0.017,0.795,0.18,0.503
HAPPY_008481,Turkey,Kahramanmaras,2021-02-28,4.143,21294.41,1.656,78.6,0.645,-0.128,0.103,0.232,0.706,0.569
HAPPY_010576,India,Bihar,2021-08-10,8.375,8829.41,1.048,51.3,,-0.113,0.464,0.909,0.386,0.294
HAPPY_009315,South Africa,Eastern Cape,2018-02-02,6.414,9720.19,1.745,71.6,1.08,0.095,0.109,0.76,0.575,0.26
HAPPY_009841,South Korea,Gyeonggi,2022-02-12,2.586,8215.3,1.76,50.1,0.81,-0.02,0.441,0.669,0.46,0.213
HAPPY_004146,Spain,Canary Islands,2021-11-27,6.862,12980.7,0.916,65.5,0.743,-0.019,0.206,0.719,0.256,0.199
HAPPY_001233,USA,Virginia,2015-02-14,3.817,15158.44,1.266,70.1,1.218,0.5,0.673,0.517,0.09,0.118
HAPPY_002264,Mexico,Puebla,2024-06-16,3.862,9771.49,0.313,78.5,1.303,0.433,0.72,0.646,0.544,0.608
HAPPY_011379,USA,Virginia,2020-07-11,5.807,12597.56,0.57,80.0,1.293,,0.607,0.667,0.737,0.651
HAPPY_011046,Iran,Mazandaran,2024-07-12,3.902,9855.96,1.927,76.1,1.097,0.27,0.626,0.751,0.201,0.123
HAPPY_015573,Turkey,Balikesir,2015-09-22,3.877,58267.02,0.684,65.5,1.109,0.108,0.627,0.191,0.441,0.099
HAPPY_006671,South Korea,Gwangju,2016-11-10,8.035,3300.22,0.959,45.0,0.528,-0.365,0.446,0.864,0.508,0.435
HAPPY_001359,South Korea,Jeolla,2018-04-10,3.818,10207.49,1.456,,0.956,0.138,0.397,0.747,0.447,0.226
HAPPY_003217,Italy,Apulia,2019-06-24,,12968.59,1.689,61.6,0.797,0.322,0.503,0.51,0.489,0.763
HAPPY_002592,Italy,Tuscany,2019-08-09,4.646,22726.27,1.957,80.4,0.842,0.138,0.512,0.556,0.681,0.455
HAPPY_010609,USA,Florida,2022-09-03,7.012,24527.66,1.813,61.6,1.276,-0.119,,0.753,0.549,0.582
HAPPY_004820,Iran,Ardabil,2015-11-06,7.785,11598.61,1.312,83.4,0.893,0.266,0.109,0.696,0.209,0.379
HAPPY_005450,China,Yunnan,2023-05-19,,18656.36,1.507,56.4,1.406,0.074,0.262,0.261,0.248,0.415
HAPPY_015294,Russia,Samara Oblast,2015-02-20,3.176,6433.79,1.017,83.4,0.208,0.291,0.369,0.75,0.487,0.251
HAPPY_002138,Russia,Samara Oblast,2019-03-24,3.967,36128.75,1.348,65.6,1.292,-0.355,0.414,0.826,0.076,0.411
HAPPY_000293,France,Auvergne-Rhone-Alpes,2018-08-05,4.791,7734.66,1.756,63.9,1.121,-0.483,0.449,0.438,0.214,0.56
HAPPY_012825,Brazil,Bahia,2015-05-24,,8425.01,1.763,68.2,0.734,-0.052,0.024,0.775,0.338,0.394
HAPPY_015086,South Africa,Gauteng,2020-10-04,4.259,5356.31,0.697,82.4,1.455,-0.4,0.23,0.86,0.575,0.375
HAPPY_005068,UK,Wales,2021-04-15,3.08,22056.78,1.943,63.7,1.207,-0.27,0.344,0.73,0.433,0.664
HAPPY_007658,UK,London,2024-08-15,4.16,3356.67,1.946,56.5,0.87,-0.291,,0.759,0.221,0.179
HAPPY_015004,UK,Scotland,2019-03-22,4.157,17425.36,0.763,78.9,0.397,-0.105,0.404,0.604,0.207,0.097
HAPPY_014479,Spain,Madrid,2019-11-07,4.189,6018.25,1.963,55.9,0.669,-0.127,0.79,0.785,0.414,0.382
HAPPY_013052,Turkey,Antalya,2018-07-15,7.694,19890.19,1.985,84.8,1.214,-0.036,0.606,0.665,0.474,
HAPPY_000099,France,Provence-Alpes-Cote d'Azur,2016-09-02,4.407,4572.89,1.424,74.0,0.443,-0.275,0.492,0.916,0.762,0.255
HAPPY_007358,India,Tamil Nadu,2024-09-22,5.74,15015.1,1.997,52.8,0.737,0.34,0.333,0.583,0.372,
HAPPY_007597,Russia,Republic of Bashkortostan,2024-12-05,3.677,15555.6,1.658,71.1,1.207,-0.5,0.753,0.693,0.305,0.335
HAPPY_010888,Iran,Lorestan,2019-12-28,6.668,21974.73,1.734,76.8,0.682,-0.255,0.582,0.611,0.64,0.389
HAPPY_006496,UK,Wales,2024-02-14,4.804,3739.67,1.497,58.5,1.004,-0.193,0.603,0.688,0.624,0.728
HAPPY_001639,India,Bihar,2018-07-17,6.55,5579.1,1.638,59.2,0.955,0.215,0.416,0.385,0.305,0.176
HAPPY_006599,Australia,Northern Territory,2019-05-14,5.37,62850.58,0.689,84.1,0.429,0.218,0.403,0.762,0.309,0.251
HAPPY_012578,Brazil,Minas Gerais,2023-06-06,7.023,9995.44,0.256,85.0,0.778,0.214,0.371,0.641,0.141,0.299
HAPPY_012438,Japan,Hyogo,2020-11-06,8.332,8788.78,0.824,45.0,0.427,-0.017,0.241,0.659,0.145,0.633
HAPPY_008521,Canada,Ontario,2023-09-25,7.479,32502.57,0.902,57.6,,-0.293,0.127,0.463,0.311,0.191
HAPPY_008900,Germany,Hesse,2018-05-17,6.268,22177.24,0.989,83.2,1.034,0.138,0.795,0.653,0.169,0.127
HAPPY_004986,Italy,Trentino,2018-10-22,5.99,3660.59,1.816,78.8,1.019,0.27,0.067,0.345,0.281,0.28
HAPPY_007322,India,Haryana,2021-02-20,5.481,17559.89,1.939,53.6,0.946,0.118,0.32,0.57,0.005,0.62
HAPPY_001694,France,Hauts-de-France,2018-05-08,2.998,16503.82,0.478,70.3,0.56,0.5,0.094,0.477,0.261,0.762
HAPPY_015817,Russia,Moscow,2023-11-09,7.314,51465.61,1.852,69.8,0.986,-0.052,0.367,0.562,0.362,0.709
HAPPY_006237,Iran,Tehran,2024-11-25,8.189,30655.64,0.871,68.1,0.608,-0.327,0.108,0.388,0.299,0.68
HAPPY_013947,Russia,Samara Oblast,2022-12-27,4.731,,1.746,67.9,0.925,-0.132,0.558,0.375,0.28,0.625
HAPPY_010743,Germany,Saxony-Anhalt,2015-01-14,4.278,22915.77,0.627,63.1,0.208,0.356,0.196,0.71,0.468,0.118
HAPPY_000128,South Korea,Gyeonggi,2017-12-16,4.7,12623.47,1.011,85.0,0.971,-0.5,0.694,0.733,0.348,0.166
HAPPY_011267,Italy,Umbria,2015-10-17,5.88,,1.791,45.0,0.744,0.108,0.544,0.655,0.42,0.322
HAPPY_005878,China,Liaoning,2024-11-13,7.511,7216.34,1.362,53.7,0.348,,0.498,0.906,0.166,0.883
HAPPY_010386,Italy,Liguria,2020-08-11,6.03,36120.75,0.78,67.9,0.52,-0.084,0.25,0.484,0.459,0.122
HAPPY_009552,India,Uttar Pradesh,2017-09-09,4.699,24813.6,0.544,60.2,1.279,0.5,0.183,0.645,0.514,0.265
HAPPY_012707,India,Odisha,2016-05-19,5.336,12149.3,1.531,78.2,1.399,-0.343,0.557,0.54,0.543,0.278
HAPPY_008323,Iran,Fars,2017-08-01,6.869,3199.19,1.219,85.0,0.6,0.093,0.314,0.653,0.788,0.101
HAPPY_010790,Iran,Qom,2018-08-25,7.003,19354.75,1.829,83.6,1.026,0.059,0.421,0.666,0.338,0.578
HAPPY_000010,Italy,Tuscany,2022-12-25,5.729,21820.88,1.414,55.6,0.951,-0.155,0.411,0.803,0.03,0.245
HAPPY_000318,China,Fujian,2015-08-22,6.702,15507.75,0.542,61.8,1.01,0.066,0.382,0.427,0.645,0.217
HAPPY_007901,Turkey,Kayseri,2017-05-09,6.437,69967.94,1.893,53.4,1.14,0.449,0.259,0.543,0.512,0.519
HAPPY_005372,Brazil,Para,2019-05-18,7.558,18081.15,1.71,66.7,0.82,-0.5,0.413,0.553,0.308,0.781
HAPPY_001416,Germany,Mecklenburg-Vorpommern,2018-01-14,4.937,,0.629,61.2,0.519,-0.001,0.544,0.309,0.396,0.678
HAPPY_005046,USA,California,2021-02-18,5.556,88811.36,0.517,55.5,0.348,0.064,0.156,0.379,0.372,0.283
HAPPY_011074,Brazil,Paraiba,2019-03-17,2.982,5577.25,1.822,51.6,1.018,0.161,0.366,0.356,0.321,0.417
HAPPY_014432,France,Grand Est,2016-03-14,5.039,4682.37,1.838,59.9,1.044,0.378,0.212,0.31,0.376,0.383
HAPPY_007857,France,Grand Est,2021-03-24,3.89,11336.65,0.826,63.1,1.007,0.009,0.195,0.139,0.605,0.3
HAPPY_011517,Japan,Osaka,2023-07-13,5.949,15112.6,1.978,82.4,1.286,0.206,0.63,0.216,0.568,0.356
HAPPY_003032,Iran,Kurdistan,2022-02-12,3.802,41249.8,1.301,85.0,0.985,-0.48,0.558,0.831,0.251,0.153
HAPPY_003604,China,Yunnan,2019-06-14,6.945,11119.54,0.454,54.0,0.526,-0.101,0.07,0.78,0.845,0.563
HAPPY_009508,Canada,Saskatchewan,2017-02-20,6.322,20576.96,0.924,60.5,0.522,0.26,0.572,0.864,0.427,0.093
HAPPY_002657,Australia,Victoria,2023-01-10,7.724,22708.2,1.404,72.6,1.125,0.232,0.516,0.416,0.132,0.372
HAPPY_003412,Italy,Friuli,2015-02-14,5.199,6059.53,1.96,80.9,1.037,0.025,0.639,0.529,0.211,0.343
HAPPY_000109,UK,Northern Ireland,2023-05-13,7.736,12926.04,1.075,63.3,0.799,0.026,0.674,0.699,0.225,0.596
